ID,NAME,RN_ADDR,LB_ADDR,DETAIL_ADDR,TEL,OFF_DAY,SALES_FROM,SALES_TO,BREAK_FROM,BREAK_TO,PARKING,TYPE,SUB_TYPE,DESC,TRY,path,tag,@version,message,lng,host,lat,@timestamp
25,살람베이커리,서울 용산구 보광로60길 22,이태원동 132-1,,070-4025-7044,,10:00,22:30,,,FALSE,D,T,"먹고 갈 수 없지만 바클라바가 존맛, 터키식 빵 에크맥이 존맛",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"25,살람베이커리,서울 용산구 보광로60길 22,이태원동 132-1,,070-4025-7044,,10:00,22:30,,,FALSE,D,T,""먹고 갈 수 없지만 바클라바가 존맛, 터키식 빵 에크맥이 존맛"",FALSE",126.9954229,LAPTOP-B0E88DIK,37.5338852,2019-01-22T03:54:08.478Z
22,중화방,인천 중구 신포로27번길 45,중앙동3가 2-18,,,"['WED(2,4)']",,,,,TRUE,M,C,"진짜 고수는 차이나타운 근처에 있지, 가격도 반값",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"22,중화방,인천 중구 신포로27번길 45,중앙동3가 2-18,,,""WED(2,4)"",,,,,TRUE,M,C,""진짜 고수는 차이나타운 근처에 있지, 가격도 반값"",FALSE",126.6228805,LAPTOP-B0E88DIK,37.4724282,2019-01-22T03:54:08.477Z
60,원깐돌이,경남 진주시 촉석로 165,중안동 101,,055-742-3937,['SUN()'],10:00,17:00,,,FALSE,M,17:00,"알쓸신잡 나왔던 곳, 이모님 솜씨가 좋아서 뭘 먹어도 맛있을 듯",FALSE,,,,,128.08020836822146,,35.19467482480927,
5,마포소문난원조족발,서울 마포구 만리재로 19,공덕동 256-11,공덕시장 족발골목 내,02-716-9731,['every other weekend'],07:00,01:00,,,FALSE,M,K,맛있고 친절,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"5,마포소문난원조족발,서울 마포구 만리재로 19,공덕동 256-11,공덕시장 족발골목 내,02-716-9731,every other weekend,07:00,01:00,,,FALSE,M,K,맛있고 친절,FALSE",126.9531195,LAPTOP-B0E88DIK,37.5446023,2019-01-22T03:54:08.473Z
9,소고산제일루 홍대1호점,서울 마포구 잔다리로6길 40-6,서교동 366-13,2층,02-3141-3045,,12:00,24:00,,,FALSE,M,C,"수요미식회 81회, 홍대에 위치한 훠궈와 양꼬치 전문점",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"9,소고산제일루 홍대1호점,서울 마포구 잔다리로6길 40-6,서교동 366-13,2층,02-3141-3045,,12:00,24:00,,,FALSE,M,C,""수요미식회 81회, 홍대에 위치한 훠궈와 양꼬치 전문점"",FALSE",126.9212574,LAPTOP-B0E88DIK,37.5520807,2019-01-22T03:54:08.473Z
32,(간판없는)순대국집,서울 동대문구 하정로4길 1,신설동 91-300,,02-921-6402,,,,,,FALSE,M,K,사실상 돼지국밥,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"32,(간판없는)순대국집,서울 동대문구 하정로4길 1,신설동 91-300,,02-921-6402,,,,,,FALSE,M,K,사실상 돼지국밥,FALSE",127.0255106,LAPTOP-B0E88DIK,37.5726757,2019-01-22T03:54:08.479Z
33,오지 편한식당,서울 관악구 관악로12길 47,봉천동 1610-24,대명빌딩 1층,010-5048-9914,"['SUN', 'MON']",19:00,01:00,,,FALSE,A,FC,"한국 쏘주 안팔지만 맛있음, 3인이상은 문의해야 가능",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"33,오지 편한식당,서울 관악구 관악로12길 47,봉천동 1610-24,대명빌딩 1층,010-5048-9914,""SUN, MON"",19:00,01:00,,,FALSE,A,FC,""한국 쏘주 안팔지만 맛있음, 3인이상은 문의해야 가능"",FALSE",126.9550708,LAPTOP-B0E88DIK,37.4777983,2019-01-22T03:54:08.480Z
10,유키노하나,서울 광진구 아차산로33길 21-5,화양동 8-86,,02-6085-9512,['SUN'],18:00,03:00,,,FALSE,A,J,"가성비, 연어",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"10,유키노하나,서울 광진구 아차산로33길 21-5,화양동 8-86,,02-6085-9512,SUN,18:00,03:00,,,FALSE,A,J,""가성비, 연어"",FALSE",127.0698394,LAPTOP-B0E88DIK,37.5413365,2019-01-22T03:54:08.474Z
12,당촌식당,경남 통영시 판데1길 14,당동 201-1,,055-642-8109,['MON'],12:00,21:00,,,TRUE,M,FC,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"12,당촌식당,경남 통영시 판데1길 14,당동 201-1,,055-642-8109,MON,12:00,21:00,,,TRUE,M,FC,,FALSE",128.4078288,LAPTOP-B0E88DIK,34.8355559,2019-01-22T03:54:08.474Z
34,키친31,서울 서대문구 연세로4길 61,창천동 5-32 ,1층,02-312-6709,['SUN'],18:00,01:00,,,FALSE,A,J,테이블 4개밖이지만 남들에게 알리기 싫은 술집,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"34,키친31,서울 서대문구 연세로4길 61,창천동 5-32 ,1층,02-312-6709,SUN,18:00,01:00,,,FALSE,A,J,테이블 4개밖이지만 남들에게 알리기 싫은 술집,FALSE",126.9395137,LAPTOP-B0E88DIK,37.5585209,2019-01-22T03:54:08.480Z
21,광안리,서울 중구 충무로2길 32,충무로4가 134-1,,011-874-3590,,00:00,24:00,,,FALSE,M,K,"횟집, 연어 갑, 예약만 받음",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"21,광안리,서울 중구 충무로2길 32,충무로4가 134-1,,011-874-3590,,00:00,24:00,,,FALSE,M,K,""횟집, 연어 갑, 예약만 받음"",FALSE",126.9948302,LAPTOP-B0E88DIK,37.5622719,2019-01-22T03:54:08.477Z
30,에베레스트,서울 영등포구 경인로 838-1,영등포동 423-103,,02-3667-8848,,11:00,23:00,,,FALSE,M,I,인도식 커리,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"30,에베레스트,서울 영등포구 경인로 838-1,영등포동 423-103,,02-3667-8848,,11:00,23:00,,,FALSE,M,I,인도식 커리,FALSE",126.9060679,LAPTOP-B0E88DIK,37.5158698,2019-01-22T03:54:08.479Z
8,스냅,서울 마포구 독막로6길 14,합정동 361-1,,02-322-1640,['SUN'],10:00,22:00,,,FALSE,D,A,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"8,스냅,서울 마포구 독막로6길 14,합정동 361-1,,02-322-1640,SUN,10:00,22:00,,,FALSE,D,A,,FALSE",126.9172933,LAPTOP-B0E88DIK,37.5474401,2019-01-22T03:54:08.473Z
42,모또,서울 용산구 한남대로20길 47,한남동 31-13,,02-3785-0997,['MON'],11:30,20:00,,,FALSE,D,J,"대표메뉴: 타마고산도(7,500원), 당고 세트(6,800원) ",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"42,모또,서울 용산구 한남대로20길 47,한남동 31-13,,02-3785-0997,MON,11:30,20:00,,,FALSE,D,J,""대표메뉴: 타마고산도(7,500원), 당고 세트(6,800원) "",FALSE",127.009466,LAPTOP-B0E88DIK,37.5348679,2019-01-22T03:54:08.482Z
59,얼땅쟈,서울 광진구 동일로18길 68,자양동 11-3,,02-467-2886,,12:00,03:00,,,FALSE,M,03:00,촨촨샹 전문점. 육수의 진하기에 놀라고 재료들 관리된 것에 한번 더 놀라고 인당 3만원~4만원 선으로 든든하게 먹을 수 있다. 하이디라오보다 나을 정도로 서울에서 먹어본 것중 제일 맛있는 훠궈!,FALSE,,,,,127.066431533932,,37.5387665859987,
62,화인찜식당,경남 창원시 마산합포구 밤밭고개로 371,마산합포구 월영동 593-2,,055-247-7232,[],10:00,22:00,,,FALSE,M,22:00,"울아버지 맛집, 잘먹고 딴소리 하시는 아버지가 맛있다고 한 몇 안되는 집, ",FALSE,,,,,128.55565447092,,35.1757730303763,
35,카쿠시타,서울 마포구 동교로38길 33-15,연남동 390-30,1층,070-4187-8787,,11:30,01:00,14:30,17:00,FALSE,A,J,죽기 전에 후냐후냐 오믈렛을 먹어봐야 함,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"35,카쿠시타,서울 마포구 동교로38길 33-15,연남동 390-30,1층,070-4187-8787,,11:30,01:00,14:30,17:00,FALSE,A,J,죽기 전에 후냐후냐 오믈렛을 먹어봐야 함,FALSE",126.9261064,LAPTOP-B0E88DIK,37.56181280000001,2019-01-22T03:54:08.480Z
36,아뻬 서울,서울 종로구창경궁로35나길 1,혜화동 71-10,,070-7716-1910,['TUE'],11:00,22:00,,,FALSE,D,A,직접 양봉한 꿀로 디저트를 만들어 파는 곳,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"36,아뻬 서울,서울 종로구창경궁로35나길 1,혜화동 71-10,,070-7716-1910,TUE,11:00,22:00,,,FALSE,D,A,직접 양봉한 꿀로 디저트를 만들어 파는 곳,FALSE",127.0012003,LAPTOP-B0E88DIK,37.5872838,2019-01-22T03:54:08.480Z
43,쿠모식당,서울 관악구 관악로14길 31,봉천동 1603-15,1층,070-8623-6996,,12:00,21:30,14:00,17:00,FALSE,M,J,카츠산도 맛집,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"43,쿠모식당,서울 관악구 관악로14길 31,봉천동 1603-15,1층,070-8623-6996,,12:00,21:30,14:00,17:00,FALSE,M,J,카츠산도 맛집,FALSE",126.9542856,LAPTOP-B0E88DIK,37.4789727,2019-01-22T03:54:08.482Z
2,더 밥,서울 마포구 독막로15길 5,상수동 310-25,,070-8777-2811,['MON'],11:00,22:30,15:00,17:00,FALSE,M,J,덮밥류,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"2,더 밥,서울 마포구 독막로15길 5,상수동 310-25,,070-8777-2811,MON,11:00,22:30,15:00,17:00,FALSE,M,J,덮밥류,FALSE",126.9218086,LAPTOP-B0E88DIK,37.5481509,2019-01-22T03:54:08.472Z
20,바르셀로나,서울 마포구 월드컵로19길 1,망원동 57-23,지하1층,02-322-5764,['SUN'],18:00,01:00,,,FALSE,A,S,봄맞이 냉이 파스타(미깡),FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"20,바르셀로나,서울 마포구 월드컵로19길 1,망원동 57-23,지하1층,02-322-5764,SUN,18:00,01:00,,,FALSE,A,S,봄맞이 냉이 파스타(미깡),FALSE",126.9080676,LAPTOP-B0E88DIK,37.5562348,2019-01-22T03:54:08.477Z
38,명점,경기 구리시 경춘로242번길 27,수택동 527-19,,031-567-5888,,17:00,22:00,,,TRUE,M,C,다 먹어 보고 싶은 곳,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"38,명점,경기 구리시 경춘로242번길 27,수택동 527-19,,031-567-5888,,17:00,22:00,,,TRUE,M,C,다 먹어 보고 싶은 곳,FALSE",127.1435262,LAPTOP-B0E88DIK,37.60060790000001,2019-01-22T03:54:08.481Z
4,라멘트럭,서울 마포구 와우산로7길 6,상수동 328-7,,02-336-8455,,11:00,24:00,,,FALSE,M,J,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"4,라멘트럭,서울 마포구 와우산로7길 6,상수동 328-7,,02-336-8455,,11:00,24:00,,,FALSE,M,J,,FALSE",126.9226606,LAPTOP-B0E88DIK,37.5471396,2019-01-22T03:54:08.472Z
6,키움초밥,서울 마포구 잔다리로 77,서교동 466-5,1층,02-333-1511,,11:30,01:00,,,FALSE,M,J,"가성비, 불친절",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"6,키움초밥,서울 마포구 잔다리로 77,서교동 466-5,1층,02-333-1511,,11:30,01:00,,,FALSE,M,J,""가성비, 불친절"",FALSE",126.9160178,LAPTOP-B0E88DIK,37.5542519,2019-01-22T03:54:08.473Z
15,테일러커피 2호점,서울 마포구 와우산로27길 7,서교동 338-1,,02-334-0355,,11:30,23:00,,,FALSE,D,A,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"15,테일러커피 2호점,서울 마포구 와우산로27길 7,서교동 338-1,,02-334-0355,,11:30,23:00,,,FALSE,D,A,,FALSE",126.9276536,LAPTOP-B0E88DIK,37.5537662,2019-01-22T03:54:08.475Z
27,사루카메,서울 마포구연남로 15,연남동 566-67,,070-8156-5720,,11:30,22:00,15:00,18:00,FALSE,M,J,"찬란히 빛나는 사루라멘  12,000원",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"27,사루카메,서울 마포구연남로 15,연남동 566-67,,070-8156-5720,,11:30,22:00,15:00,18:00,FALSE,M,J,""찬란히 빛나는 사루라멘  12,000원"",FALSE",126.922653,LAPTOP-B0E88DIK,37.5610317,2019-01-22T03:54:08.478Z
51,하품,서울 노원구화랑로51길 38,공릉동 113,밀레니엄타워,02-978-2988,,,,,,FALSE,D,A,"밀크티빙수, 밀크티를 좋아한다면 꼭",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"51,하품,서울 노원구화랑로51길 38,공릉동 113,밀레니엄타워,02-978-2988,,,,,,FALSE,D,A,""밀크티빙수, 밀크티를 좋아한다면 꼭"",FALSE",127.0890701,LAPTOP-B0E88DIK,37.6249129,2019-01-22T03:54:08.484Z
54,도쿄팡야 가로수길,서울 강남구 논현로151길 52,신사동 543-8,,02-547-7790,,10:00,22:00,,,FALSE,D,J,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"54,도쿄팡야 가로수길,서울 강남구 논현로151길 52,신사동 543-8,,02-547-7790,,10:00,22:00,,,FALSE,D,J,,FALSE",127.0238961,LAPTOP-B0E88DIK,37.5196406,2019-01-22T03:54:08.485Z
55,레빠쥬,서울 강남구 도산대로1길 62,신사동 506,강남출판문화센터 1층,02-540-3240,,11:30,23:00,,,FALSE,M,A,블루베리 마스카포네!! 봉골레 피자,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"55,레빠쥬,서울 강남구 도산대로1길 62,신사동 506,강남출판문화센터 1층,02-540-3240,,11:30,23:00,,,FALSE,M,A,블루베리 마스카포네!! 봉골레 피자,FALSE",127.0194099,LAPTOP-B0E88DIK,37.5207424,2019-01-22T03:54:08.485Z
28,가마마루이,서울 서대문구 성산로22길 4,창천동 91-6,,02-3142-3929,['SUN'],11:00,21:00,15:00,17:00,FALSE,M,J,"공깃밥과 마파두부는 무한리필, 온천달걀 매력적",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"28,가마마루이,서울 서대문구 성산로22길 4,창천동 91-6,,02-3142-3929,SUN,11:00,21:00,15:00,17:00,FALSE,M,J,""공깃밥과 마파두부는 무한리필, 온천달걀 매력적"",FALSE",126.9333177,LAPTOP-B0E88DIK,37.5603743,2019-01-22T03:54:08.478Z
49,참치한마리,서울 송파구백제고분로48길 29,방이동 142-16,지하1층,02-415-4592,,16:00,01:00,,,FALSE,M,K,참치 양이 푸짐,TRUE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"49,참치한마리,서울 송파구백제고분로48길 29,방이동 142-16,지하1층,02-415-4592,,16:00,01:00,,,FALSE,M,K,참치 양이 푸짐,TRUE",127.1162619,LAPTOP-B0E88DIK,37.5107951,2019-01-22T03:54:08.484Z
16,빈브라더스 합정점,서울 마포구 토정로 35-1,합정동 368-3,,02-6012-2001,,11:00,23:00,,,TRUE,D,A,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"16,빈브라더스 합정점,서울 마포구 토정로 35-1,합정동 368-3,,02-6012-2001,,11:00,23:00,,,TRUE,D,A,,FALSE",126.914965,LAPTOP-B0E88DIK,37.5456779,2019-01-22T03:54:08.475Z
18,비포그레이,서울 마포구 토정로3길 16,합정동 367-9,,02-333-5694,,10:00,22:00,,,FALSE,D,A,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"18,비포그레이,서울 마포구 토정로3길 16,합정동 367-9,,02-333-5694,,10:00,22:00,,,FALSE,D,A,,FALSE",126.9144224,LAPTOP-B0E88DIK,37.546264,2019-01-22T03:54:08.476Z
1,신김치생삼겹살,서울 마포구 양화로 46,합정동 414-5,,02-325-8690,,17:00,00:30,,,FALSE,M,K,약간 이른시간이나 저녁시간 피해가야함,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"1,신김치생삼겹살,서울 마포구 양화로 46,합정동 414-5,,02-325-8690,,17:00,00:30,,,FALSE,M,K,약간 이른시간이나 저녁시간 피해가야함,FALSE",126.9141832,LAPTOP-B0E88DIK,37.5493362,2019-01-22T03:54:08.470Z
13,솔밭가든,경남 고성군 마암면 옥천로 16-1,마암면 화산리 131,,055-672-2120,,,,,,TRUE,M,K,오리고기,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"13,솔밭가든,경남 고성군 마암면 옥천로 16-1,마암면 화산리 131,,055-672-2120,,,,,,TRUE,M,K,오리고기,FALSE",128.3605204,LAPTOP-B0E88DIK,35.0504766,2019-01-22T03:54:08.475Z
39,호반,서울 종로구 삼일대로26길 20,낙원동 85-7,,02-745-6618,"['SUN(1,3,5)']",11:30,22:00,,,FALSE,M,K,"익선동, 순대",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"39,호반,서울 종로구 삼일대로26길 20,낙원동 85-7,,02-745-6618,""SUN(1,3,5)"",11:30,22:00,,,FALSE,M,K,""익선동, 순대"",FALSE",126.9891286,LAPTOP-B0E88DIK,37.5732637,2019-01-22T03:54:08.481Z
7,똥집의정석,서울 구로구 경인로 661,신도림동 337,"신도림푸르지오1차 167,168-1호",02-861-3161,,17:00,04:00,,,FALSE,A,K,,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"7,똥집의정석,서울 구로구 경인로 661,신도림동 337,""신도림푸르지오1차 167,168-1호"",02-861-3161,,17:00,04:00,,,FALSE,A,K,,FALSE",126.8877258,LAPTOP-B0E88DIK,37.5093957,2019-01-22T03:54:08.473Z
46,청어람,서울 마포구 망원로 97,망원동 482-3,창은빌딩 1층,02-332-1411,['SUN'],11:30,22:00,14:00,17:00,FALSE,M,K,곱창전골 존맛탱,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"46,청어람,서울 마포구 망원로 97,망원동 482-3,창은빌딩 1층,02-332-1411,SUN,11:30,22:00,14:00,17:00,FALSE,M,K,곱창전골 존맛탱,FALSE",126.9074864,LAPTOP-B0E88DIK,37.5580595,2019-01-22T03:54:08.483Z
47,빙하의별,서울 마포구망원로 46,망원동 416-22,,02-336-0604,"['SUN', 'MON(2,4)']",12:00,22:00,,,FALSE,M,F,"프랑스 가정식, 아이스크림 장인이하는 아이스크림을 판다",FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"47,빙하의별,서울 마포구망원로 46,망원동 416-22,,02-336-0604,""SUN, MON(2,4)"",12:00,22:00,,,FALSE,M,F,""프랑스 가정식, 아이스크림 장인이하는 아이스크림을 판다"",FALSE",126.901976,LAPTOP-B0E88DIK,37.55656940000001,2019-01-22T03:54:08.483Z
53,이치에,서울 강남구 선릉로155길 23-3,신사동 656-7,,070-4273-4087,['SUN'],18:00,24:00,,,FALSE,M,J,우니 이꾸라동에 반드시 시켜야 하는 고등어 볶음밥,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"53,이치에,서울 강남구 선릉로155길 23-3,신사동 656-7,,070-4273-4087,SUN,18:00,24:00,,,FALSE,M,J,우니 이꾸라동에 반드시 시켜야 하는 고등어 볶음밥,FALSE",127.0376706,LAPTOP-B0E88DIK,37.5253356,2019-01-22T03:54:08.485Z
23,두만강샤브샤브 봉천점,서울 관악구 봉천로 537,봉천동 1663-7,1층,02-885-7966,,11:30,22:00,,,FALSE,M,C,그냥,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"23,두만강샤브샤브 봉천점,서울 관악구 봉천로 537,봉천동 1663-7,1층,02-885-7966,,11:30,22:00,,,FALSE,M,C,그냥,FALSE",126.9576725,LAPTOP-B0E88DIK,37.4787665,2019-01-22T03:54:08.477Z
45,순흥골 신길점,서울 영등포구 대방천로 175,신길동 3741-53,,02-848-1888,,11:30,22:00,,,TRUE,M,K,고독한 미식가 갈비집보다 뛰어남,FALSE,/Users/gksml/Programing/git/BebeeMaps/mapsview/static/csv/matzip_db2.csv,[],1,"45,순흥골 신길점,서울 영등포구 대방천로 175,신길동 3741-53,,02-848-1888,,11:30,22:00,,,TRUE,M,K,고독한 미식가 갈비집보다 뛰어남,FALSE",126.9105181,LAPTOP-B0E88DIK,37.4992876,2019-01-22T03:54:08.483Z
